0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42705,0.000444,0.450434,-0.049456,0.001350,-0.000393,-0.002347,-0.999996,0.000000,0.000000
42709,0.000473,0.450438,-0.049450,0.001346,-0.000362,-0.002325,-0.999996,0.000343,0.000000
42713,0.000501,0.450444,-0.049436,0.001359,-0.000365,-0.002288,-0.999996,0.000687,0.000000
42716,0.000510,0.450443,-0.049423,0.001298,-0.000329,-0.002256,-0.999997,0.000687,0.000000
42719,0.000502,0.450439,-0.049406,0.001152,-0.000300,-0.002226,-0.999997,0.000687,0.000000
42723,0.000489,0.450435,-0.049384,0.001271,-0.000400,-0.002278,-0.999997,0.000687,0.000000
42727,0.000473,0.450432,-0.049380,0.001171,-0.000307,-0.002306,-0.999997,0.000343,0.000000
42730,0.000473,0.450434,-0.049387,0.001215,-0.000355,-0.002338,-0.999996,0.000687,0.000000
42734,0.000484,0.450442,-0.049406,0.001340,-0.000386,-0.002277,-0.999996,0.000687,-0.000343
42737,0.000478,0.450444,-0.049428,0.001405,-0.000418,-0.002270,-0.999996,0.000687,0.000000
42741,0.000456,0.450438,-0.049445,0.001380,-0.000355,-0.002319,-0.999996,0.000687,0.000000
42745,0.000430,0.450438,-0.049452,0.001363,-0.000376,-0.002328,-0.999996,0.000687,0.000000
42748,0.000423,0.450437,-0.049454,0.001380,-0.000406,-0.002385,-0.999996,0.000687,0.000000
42751,0.000433,0.450438,-0.049453,0.001344,-0.000383,-0.002413,-0.999996,0.000343,0.000000
42755,0.000469,0.450444,-0.049449,0.001372,-0.000371,-0.002253,-0.999996,0.000343,0.000000
42759,0.000498,0.450439,-0.049432,0.001280,-0.000331,-0.002218,-0.999997,0.000687,0.000000
42762,0.000503,0.450440,-0.049412,0.001207,-0.000305,-0.002218,-0.999997,0.000687,0.000000
42766,0.000496,0.450436,-0.049381,0.001188,-0.000369,-0.002267,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000687,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42769,0.000480,0.450438,-0.049368,0.001201,-0.000374,-0.002238,-0.999997,0.000343,0.000000
42876,0.000449,0.450435,-0.049412,0.001377,-0.000413,-0.002373,-0.999996,0.000343,0.000000
42879,0.000443,0.450436,-0.049420,0.001363,-0.000396,-0.002355,-0.999996,0.000343,0.000343
42883,0.000441,0.450435,-0.049433,0.001311,-0.000359,-0.002334,-0.999996,0.000687,0.000000
42886,0.000447,0.450435,-0.049444,0.001381,-0.000380,-0.002366,-0.999996,0.000343,0.000000
42890,0.000462,0.450441,-0.049447,0.001407,-0.000404,-0.002293,-0.999996,0.000343,-0.000343
42893,0.000458,0.450437,-0.049448,0.001405,-0.000403,-0.002346,-0.999996,0.000343,0.000000
42897,0.000459,0.450435,-0.049439,0.001334,-0.000365,-0.002296,-0.999996,0.000343,-0.000343
42901,0.000457,0.450436,-0.049430,0.001315,-0.000350,-0.002286,-0.999996,0.000687,-0.000343
42904,0.000458,0.450435,-0.049423,0.001264,-0.000324,-0.002298,-0.999997,0.000343,0.000000
42908,0.000462,0.450437,-0.049415,0.001316,-0.000352,-0.002302,-0.999996,0.000343,0.000000
42911,0.000464,0.450435,-0.049410,0.001325,-0.000368,-0.002268,-0.999996,0.000343,0.000000
42915,0.000460,0.450434,-0.049407,0.001238,-0.000348,-0.002309,-0.999997,0.000343,0.000000
42918,0.000457,0.450434,-0.049404,0.001215,-0.000300,-0.002301,-0.999997,0.000343,-0.000343
